dDocent_Contig_42	ENA|HG916845|HG916845.1	Dicentrarchus labrax genomic scaffold, LG5	8e-53	22445539	22445817
dDocent_Contig_53	ENA|HG916834|HG916834.1	Dicentrarchus labrax genomic scaffold, LG17	3e-59	7127364	7127649
dDocent_Contig_62	ENA|HG916837|HG916837.1	Dicentrarchus labrax genomic scaffold, LG1A	2e-22	10855900	10855987
dDocent_Contig_134	ENA|HG916839|HG916839.1	Dicentrarchus labrax genomic scaffold, LG2	1e-89	4792742	4793013
dDocent_Contig_134	ENA|HG916827|HG916827.1	Dicentrarchus labrax genomic scaffold, LG10	1e-32	6325194	6325447
dDocent_Contig_134	ENA|HG916832|HG916832.1	Dicentrarchus labrax genomic scaffold, LG15	7e-22	16549252	16549418
dDocent_Contig_173	ENA|HG916847|HG916847.1	Dicentrarchus labrax genomic scaffold, LG7	1e-31	13135585	13135697
dDocent_Contig_187	ENA|HG916830|HG916830.1	Dicentrarchus labrax genomic scaffold, LG13	1e-13	24703755	24703823
dDocent_Contig_281	ENA|HG916848|HG916848.1	Dicentrarchus labrax genomic scaffold, LG8	6e-35	9146367	9146602
dDocent_Contig_348	ENA|HG916848|HG916848.1	Dicentrarchus labrax genomic scaffold, LG8	2e-104	17167250	17167569
dDocent_Contig_355	ENA|HG916828|HG916828.1	Dicentrarchus labrax genomic scaffold, LG11	9e-84	17618487	17618772
dDocent_Contig_406	ENA|HG916836|HG916836.1	Dicentrarchus labrax genomic scaffold, LG19	3e-59	21991226	21991571
dDocent_Contig_414	ENA|HG916850|HG916850.1	Dicentrarchus labrax genomic scaffold, LGx	1e-43	16340345	16340468
dDocent_Contig_414	ENA|HG916846|HG916846.1	Dicentrarchus labrax genomic scaffold, LG6	6e-23	14696378	14696501
dDocent_Contig_463	ENA|HG916851|HG916851.1	Dicentrarchus labrax genomic scaffold, UN	3e-14	14176369	14176436
dDocent_Contig_463	ENA|HG916851|HG916851.1	Dicentrarchus labrax genomic scaffold, UN	3e-14	4131661	4131724
dDocent_Contig_477	ENA|HG916841|HG916841.1	Dicentrarchus labrax genomic scaffold, LG22-25	7e-29	22819744	22819917
dDocent_Contig_513	ENA|HG916843|HG916843.1	Dicentrarchus labrax genomic scaffold, LG3	9e-15	8028036	8028143
dDocent_Contig_513	ENA|HG916841|HG916841.1	Dicentrarchus labrax genomic scaffold, LG22-25	9e-15	17675878	17675982
dDocent_Contig_513	ENA|HG916842|HG916842.1	Dicentrarchus labrax genomic scaffold, LG24	3e-14	11823828	11823939
dDocent_Contig_513	ENA|HG916829|HG916829.1	Dicentrarchus labrax genomic scaffold, LG12	1e-12	11924781	11924864
dDocent_Contig_513	ENA|HG916849|HG916849.1	Dicentrarchus labrax genomic scaffold, LG9	5e-12	6889253	6889363
dDocent_Contig_513	ENA|HG916848|HG916848.1	Dicentrarchus labrax genomic scaffold, LG8	5e-12	10194769	10194883
dDocent_Contig_513	ENA|HG916844|HG916844.1	Dicentrarchus labrax genomic scaffold, LG4	6e-11	27448315	27448425
dDocent_Contig_558	ENA|HG916840|HG916840.1	Dicentrarchus labrax genomic scaffold, LG20	6e-29	2331827	2332100
dDocent_Contig_643	ENA|HG916841|HG916841.1	Dicentrarchus labrax genomic scaffold, LG22-25	9e-53	2189233	2189394
dDocent_Contig_643	ENA|HG916850|HG916850.1	Dicentrarchus labrax genomic scaffold, LGx	1e-25	2867667	2867811
dDocent_Contig_650	ENA|HG916846|HG916846.1	Dicentrarchus labrax genomic scaffold, LG6	1e-26	11243234	11243374
dDocent_Contig_651	ENA|HG916837|HG916837.1	Dicentrarchus labrax genomic scaffold, LG1A	2e-117	8107335	8107654
dDocent_Contig_698	ENA|HG916839|HG916839.1	Dicentrarchus labrax genomic scaffold, LG2	8e-60	13914443	13914682
dDocent_Contig_729	ENA|HG916839|HG916839.1	Dicentrarchus labrax genomic scaffold, LG2	4e-18	15032389	15032451
dDocent_Contig_841	ENA|HG916828|HG916828.1	Dicentrarchus labrax genomic scaffold, LG11	6e-17	19567690	19567818
dDocent_Contig_926	ENA|HG916849|HG916849.1	Dicentrarchus labrax genomic scaffold, LG9	6e-93	13727155	13727485
dDocent_Contig_926	ENA|HG916833|HG916833.1	Dicentrarchus labrax genomic scaffold, LG16	3e-15	11468687	11468819
dDocent_Contig_1052	ENA|HG916840|HG916840.1	Dicentrarchus labrax genomic scaffold, LG20	6e-42	10235559	10235689
dDocent_Contig_1065	ENA|HG916847|HG916847.1	Dicentrarchus labrax genomic scaffold, LG7	4e-13	27871979	27872102
dDocent_Contig_1092	ENA|HG916850|HG916850.1	Dicentrarchus labrax genomic scaffold, LGx	1e-69	11352481	11352760
dDocent_Contig_1092	ENA|HG916846|HG916846.1	Dicentrarchus labrax genomic scaffold, LG6	2e-36	3381742	3381895
dDocent_Contig_1101	ENA|HG916829|HG916829.1	Dicentrarchus labrax genomic scaffold, LG12	5e-113	15582313	15582627
dDocent_Contig_1138	ENA|HG916830|HG916830.1	Dicentrarchus labrax genomic scaffold, LG13	1e-32	21900619	21900934
dDocent_Contig_1288	ENA|HG916847|HG916847.1	Dicentrarchus labrax genomic scaffold, LG7	2e-54	11584720	11584921
dDocent_Contig_1291	ENA|HG916837|HG916837.1	Dicentrarchus labrax genomic scaffold, LG1A	1e-49	18727464	18727767
dDocent_Contig_1328	ENA|HG916848|HG916848.1	Dicentrarchus labrax genomic scaffold, LG8	1e-37	5647488	5647638
dDocent_Contig_1397	ENA|HG916846|HG916846.1	Dicentrarchus labrax genomic scaffold, LG6	8e-67	3601170	3601518
dDocent_Contig_1403	ENA|HG916843|HG916843.1	Dicentrarchus labrax genomic scaffold, LG3	2e-34	13255336	13255432
dDocent_Contig_1403	ENA|HG916828|HG916828.1	Dicentrarchus labrax genomic scaffold, LG11	2e-15	14590209	14590298
dDocent_Contig_1408	ENA|HG916842|HG916842.1	Dicentrarchus labrax genomic scaffold, LG24	2e-68	11034373	11034565
dDocent_Contig_1425	ENA|HG916851|HG916851.1	Dicentrarchus labrax genomic scaffold, UN	3e-13	67092487	67092547
dDocent_Contig_1425	ENA|HG916851|HG916851.1	Dicentrarchus labrax genomic scaffold, UN	3e-13	68733231	68733310
dDocent_Contig_1425	ENA|HG916851|HG916851.1	Dicentrarchus labrax genomic scaffold, UN	3e-13	86454271	86454332
dDocent_Contig_1425	ENA|HG916836|HG916836.1	Dicentrarchus labrax genomic scaffold, LG19	3e-13	22014091	22014151
dDocent_Contig_1425	ENA|HG916847|HG916847.1	Dicentrarchus labrax genomic scaffold, LG7	1e-12	18617621	18617690
dDocent_Contig_1425	ENA|HG916838|HG916838.1	Dicentrarchus labrax genomic scaffold, LG1B	1e-12	2372880	2372941
dDocent_Contig_1425	ENA|HG916837|HG916837.1	Dicentrarchus labrax genomic scaffold, LG1A	5e-11	18819559	18819620
dDocent_Contig_1425	ENA|HG916833|HG916833.1	Dicentrarchus labrax genomic scaffold, LG16	5e-11	7826944	7827016
