dDocent_Contig_42	gi|374976121|gb|CM001444.1|	Oreochromis niloticus linkage group LG1, whole genome shotgun sequence	5e-49	108023	108311
dDocent_Contig_53	gi|374976107|gb|CM001458.1|	Oreochromis niloticus linkage group LG15, whole genome shotgun sequence	5e-49	22207754	22207981
dDocent_Contig_62	gi|374976117|gb|CM001448.1|	Oreochromis niloticus linkage group LG5, whole genome shotgun sequence	5e-18	12775307	12775381
dDocent_Contig_134	gi|374976120|gb|CM001445.1|	Oreochromis niloticus linkage group LG2, whole genome shotgun sequence	3e-70	13087958	13088228
dDocent_Contig_134	gi|374976100|gb|CM001465.1|	Oreochromis niloticus linkage group LG23, whole genome shotgun sequence	1e-38	3597581	3597843
dDocent_Contig_173	gi|374976116|gb|CM001449.1|	Oreochromis niloticus linkage group LG6, whole genome shotgun sequence	9e-27	22127767	22127881
dDocent_Contig_348	gi|374976118|gb|CM001447.1|	Oreochromis niloticus linkage group LG4, whole genome shotgun sequence	1e-69	24984097	24984313
dDocent_Contig_355	gi|374976109|gb|CM001456.1|	Oreochromis niloticus linkage group LG13, whole genome shotgun sequence	4e-82	575898	576183
dDocent_Contig_406	gi|374976115|gb|CM001450.1|	Oreochromis niloticus linkage group LG7, whole genome shotgun sequence	2e-49	30700087	30700284
dDocent_Contig_414	gi|374976105|gb|CM001460.1|	Oreochromis niloticus linkage group LG17, whole genome shotgun sequence	4e-38	16390123	16390246
dDocent_Contig_414	gi|374976109|gb|CM001456.1|	Oreochromis niloticus linkage group LG13, whole genome shotgun sequence	1e-25	29611025	29611150
dDocent_Contig_477	gi|374976102|gb|CM001463.1|	Oreochromis niloticus linkage group LG20, whole genome shotgun sequence	6e-17	19120377	19120488
dDocent_Contig_643	gi|374976102|gb|CM001463.1|	Oreochromis niloticus linkage group LG20, whole genome shotgun sequence	4e-44	5741569	5741711
dDocent_Contig_643	gi|374976105|gb|CM001460.1|	Oreochromis niloticus linkage group LG17, whole genome shotgun sequence	5e-24	7652405	7652552
dDocent_Contig_643	gi|374976117|gb|CM001448.1|	Oreochromis niloticus linkage group LG5, whole genome shotgun sequence	4e-13	19589305	19589441
dDocent_Contig_650	gi|374976115|gb|CM001450.1|	Oreochromis niloticus linkage group LG7, whole genome shotgun sequence	2e-22	39288401	39288470
dDocent_Contig_651	gi|374976117|gb|CM001448.1|	Oreochromis niloticus linkage group LG5, whole genome shotgun sequence	2e-104	9730163	9730473
dDocent_Contig_926	gi|374976101|gb|CM001464.1|	Oreochromis niloticus linkage group LG22, whole genome shotgun sequence	2e-87	12673101	12673429
dDocent_Contig_926	gi|374976111|gb|CM001454.1|	Oreochromis niloticus linkage group LG11, whole genome shotgun sequence	1e-13	6040709	6040857
dDocent_Contig_1052	gi|374976110|gb|CM001455.1|	Oreochromis niloticus linkage group LG12, whole genome shotgun sequence	9e-46	18664106	18664246
dDocent_Contig_1092	gi|374976105|gb|CM001460.1|	Oreochromis niloticus linkage group LG17, whole genome shotgun sequence	6e-55	21357492	21357676
dDocent_Contig_1092	gi|374976115|gb|CM001450.1|	Oreochromis niloticus linkage group LG7, whole genome shotgun sequence	5e-31	47996420	47996580
dDocent_Contig_1101	gi|374976103|gb|CM001462.1|	Oreochromis niloticus linkage group LG19, whole genome shotgun sequence	8e-91	5542663	5542968
dDocent_Contig_1138	gi|374976111|gb|CM001454.1|	Oreochromis niloticus linkage group LG11, whole genome shotgun sequence	3e-26	24230335	24230627
dDocent_Contig_1254	gi|374976120|gb|CM001445.1|	Oreochromis niloticus linkage group LG2, whole genome shotgun sequence	4e-44	1767123	1767323
dDocent_Contig_1288	gi|374976116|gb|CM001449.1|	Oreochromis niloticus linkage group LG6, whole genome shotgun sequence	1e-37	23918299	23918485
dDocent_Contig_1291	gi|374976117|gb|CM001448.1|	Oreochromis niloticus linkage group LG5, whole genome shotgun sequence	7e-28	24237942	24238086
dDocent_Contig_1328	gi|374976118|gb|CM001447.1|	Oreochromis niloticus linkage group LG4, whole genome shotgun sequence	5e-24	556784	556901
dDocent_Contig_1397	gi|374976115|gb|CM001450.1|	Oreochromis niloticus linkage group LG7, whole genome shotgun sequence	4e-38	47774869	47775200
dDocent_Contig_1403	gi|374976119|gb|CM001446.1|	Oreochromis niloticus linkage group LG3, whole genome shotgun sequence	2e-34	18280877	18280968
dDocent_Contig_1403	gi|374976109|gb|CM001456.1|	Oreochromis niloticus linkage group LG13, whole genome shotgun sequence	3e-20	24464108	24464198
dDocent_Contig_1403	gi|374976103|gb|CM001462.1|	Oreochromis niloticus linkage group LG19, whole genome shotgun sequence	3e-13	10904130	10904220
dDocent_Contig_1470	gi|374976108|gb|CM001457.1|	Oreochromis niloticus linkage group LG14, whole genome shotgun sequence	7e-42	21678397	21678587
dDocent_Contig_1512	gi|374976111|gb|CM001454.1|	Oreochromis niloticus linkage group LG11, whole genome shotgun sequence	2e-34	14704739	14704892
dDocent_Contig_1531	gi|374976101|gb|CM001464.1|	Oreochromis niloticus linkage group LG22, whole genome shotgun sequence	2e-23	19233565	19233868
dDocent_Contig_1533	gi|374976113|gb|CM001452.1|	Oreochromis niloticus linkage group LG9, whole genome shotgun sequence	1e-49	3651796	3652100
dDocent_Contig_1580	gi|374976111|gb|CM001454.1|	Oreochromis niloticus linkage group LG11, whole genome shotgun sequence	3e-40	31947348	31947557
dDocent_Contig_1622	gi|374976103|gb|CM001462.1|	Oreochromis niloticus linkage group LG19, whole genome shotgun sequence	4e-82	934581	934809
dDocent_Contig_1633	gi|374976116|gb|CM001449.1|	Oreochromis niloticus linkage group LG6, whole genome shotgun sequence	1e-24	19912503	19912622
dDocent_Contig_1684	gi|374976110|gb|CM001455.1|	Oreochromis niloticus linkage group LG12, whole genome shotgun sequence	2e-16	24942982	24943083
dDocent_Contig_1707	gi|374976110|gb|CM001455.1|	Oreochromis niloticus linkage group LG12, whole genome shotgun sequence	5e-31	13028018	13028166
dDocent_Contig_1745	gi|374976115|gb|CM001450.1|	Oreochromis niloticus linkage group LG7, whole genome shotgun sequence	8e-60	18033440	18033623
dDocent_Contig_1791	gi|374976116|gb|CM001449.1|	Oreochromis niloticus linkage group LG6, whole genome shotgun sequence	6e-11	6656761	6656908
dDocent_Contig_1849	gi|374976102|gb|CM001463.1|	Oreochromis niloticus linkage group LG20, whole genome shotgun sequence	2e-49	27789469	27789779
dDocent_Contig_1849	gi|374976102|gb|CM001463.1|	Oreochromis niloticus linkage group LG20, whole genome shotgun sequence	2e-49	20167519	20167742
dDocent_Contig_1884	gi|374976103|gb|CM001462.1|	Oreochromis niloticus linkage group LG19, whole genome shotgun sequence	5e-36	1351264	1351402
dDocent_Contig_1964	gi|374976112|gb|CM001453.1|	Oreochromis niloticus linkage group LG10, whole genome shotgun sequence	3e-26	10598856	10599141
dDocent_Contig_2125	gi|374976106|gb|CM001459.1|	Oreochromis niloticus linkage group LG16-21, whole genome shotgun sequence	6e-105	15879713	15880007
dDocent_Contig_2152	gi|374976120|gb|CM001445.1|	Oreochromis niloticus linkage group LG2, whole genome shotgun sequence	2e-124	21427481	21427803
dDocent_Contig_2154	gi|374976104|gb|CM001461.1|	Oreochromis niloticus linkage group LG18, whole genome shotgun sequence	2e-81	1793985	1794226
dDocent_Contig_2193	gi|374976103|gb|CM001462.1|	Oreochromis niloticus linkage group LG19, whole genome shotgun sequence	2e-67	3442884	3443135
dDocent_Contig_2201	gi|374976121|gb|CM001444.1|	Oreochromis niloticus linkage group LG1, whole genome shotgun sequence	1e-51	2045250	2045423
dDocent_Contig_2268	gi|374976117|gb|CM001448.1|	Oreochromis niloticus linkage group LG5, whole genome shotgun sequence	1e-56	13532424	13532729
dDocent_Contig_2275	gi|374976117|gb|CM001448.1|	Oreochromis niloticus linkage group LG5, whole genome shotgun sequence	3e-78	14700284	14700594
dDocent_Contig_2275	gi|374976102|gb|CM001463.1|	Oreochromis niloticus linkage group LG20, whole genome shotgun sequence	1e-25	6694353	6694523
dDocent_Contig_2305	gi|374976103|gb|CM001462.1|	Oreochromis niloticus linkage group LG19, whole genome shotgun sequence	8e-53	21652193	21652343
dDocent_Contig_2305	gi|374976120|gb|CM001445.1|	Oreochromis niloticus linkage group LG2, whole genome shotgun sequence	4e-31	20148200	20148348
dDocent_Contig_2305	gi|374976110|gb|CM001455.1|	Oreochromis niloticus linkage group LG12, whole genome shotgun sequence	3e-20	23263428	23263531
dDocent_Contig_2305	gi|374976111|gb|CM001454.1|	Oreochromis niloticus linkage group LG11, whole genome shotgun sequence	2e-11	5772952	5773020
dDocent_Contig_2335	gi|374976114|gb|CM001451.1|	Oreochromis niloticus linkage group LG8-24, whole genome shotgun sequence	4e-95	5298009	5298345
dDocent_Contig_2375	gi|374976102|gb|CM001463.1|	Oreochromis niloticus linkage group LG20, whole genome shotgun sequence	8e-47	6061789	6061929
dDocent_Contig_2388	gi|374976108|gb|CM001457.1|	Oreochromis niloticus linkage group LG14, whole genome shotgun sequence	5e-62	23923897	23924125
dDocent_Contig_2393	gi|374976117|gb|CM001448.1|	Oreochromis niloticus linkage group LG5, whole genome shotgun sequence	6e-17	9296118	9296177
dDocent_Contig_2478	gi|374976114|gb|CM001451.1|	Oreochromis niloticus linkage group LG8-24, whole genome shotgun sequence	3e-84	16648389	16648682
dDocent_Contig_2497	gi|374976119|gb|CM001446.1|	Oreochromis niloticus linkage group LG3, whole genome shotgun sequence	6e-23	6262909	6263074
dDocent_Contig_2507	gi|374976115|gb|CM001450.1|	Oreochromis niloticus linkage group LG7, whole genome shotgun sequence	3e-46	42917845	42918147
dDocent_Contig_2583	gi|374976107|gb|CM001458.1|	Oreochromis niloticus linkage group LG15, whole genome shotgun sequence	1e-26	520452	520795
dDocent_Contig_2643	gi|374976110|gb|CM001455.1|	Oreochromis niloticus linkage group LG12, whole genome shotgun sequence	9e-15	24240012	24240067
dDocent_Contig_2654	gi|374976110|gb|CM001455.1|	Oreochromis niloticus linkage group LG12, whole genome shotgun sequence	3e-39	11254039	11254202
dDocent_Contig_2844	gi|374976118|gb|CM001447.1|	Oreochromis niloticus linkage group LG4, whole genome shotgun sequence	5e-18	22640478	22640778
