dDocent_Contig_34	ASB_LG4		7e-22	9630308	9630399
dDocent_Contig_42	ASB_LG2		2e-91	8576674	8576975
dDocent_Contig_53	ASB_LG7_1		1e-68	15826494	15826750
dDocent_Contig_62	ASB_LG12		4e-24	17054683	17054782
dDocent_Contig_129	ASB_LG19		2e-35	18076396	18076600
dDocent_Contig_134	ASB_LG8		3e-89	15945882	15946154
dDocent_Contig_134	ASB_LG20		3e-33	19862179	19862428
dDocent_Contig_134	ASB_LG4		2e-29	18755949	18756201
dDocent_Contig_134	ASB_LG1		8e-21	20410736	20410888
dDocent_Contig_173	ASB_LG5		1e-43	19364470	19364661
dDocent_Contig_257	ASB_LG8		2e-21	22124230	22124305
dDocent_Contig_281	ASB_LG11		1e-49	9541941	9542213
dDocent_Contig_327	ASB_LG1		1e-80	4523984	4524277
dDocent_Contig_348	ASB_LG11		7e-117	1906989	1907308
dDocent_Contig_355	ASB_LG16_LG22		6e-104	15602080	15602365
dDocent_Contig_406	ASB_LG9		3e-70	3146102	3146451
dDocent_Contig_414	ASB_LG18		1e-44	10868015	10868138
dDocent_Contig_414	ASB_LG10		3e-19	8925847	8925970
dDocent_Contig_477	ASB_LG6		2e-21	3657851	3657971
dDocent_Contig_513	ASB_LG10		5e-24	16563625	16563747
dDocent_Contig_513	ASB_LG10		5e-24	1034278	1034393
dDocent_Contig_513	ASB_LG10		5e-24	836361	836472
dDocent_Contig_513	ASB_LG10		5e-24	4673838	4674046
dDocent_Contig_513	ASB_LG10		5e-24	1260965	1261093
dDocent_Contig_513	ASB_LG10		5e-24	4262647	4262731
dDocent_Contig_513	ASB_LG10		5e-24	6384090	6384198
dDocent_Contig_513	ASB_LG19		2e-23	13927618	13927895
dDocent_Contig_513	ASB_LG19		2e-23	23848060	23848158
dDocent_Contig_513	ASB_LG19		2e-23	22557138	22557249
dDocent_Contig_513	ASB_LG19		2e-23	22583930	22584041
dDocent_Contig_513	ASB_LG19		2e-23	22091209	22091306
dDocent_Contig_513	ASB_LG19		2e-23	24365598	24365702
dDocent_Contig_513	ASB_LG3		4e-18	21987597	21987701
dDocent_Contig_513	ASB_LG3		4e-18	17787652	17787777
dDocent_Contig_513	ASB_LG3		4e-18	22675339	22675456
dDocent_Contig_513	ASB_LG20		2e-17	4169655	4169808
dDocent_Contig_513	ASB_LG20		2e-17	19816687	19816785
dDocent_Contig_513	ASB_LG20		2e-17	502272	502373
dDocent_Contig_513	ASB_LG20		2e-17	189172	189263
dDocent_Contig_513	ASB_LG17		5e-17	25447704	25447809
dDocent_Contig_513	ASB_LG17		5e-17	15727969	15728056
dDocent_Contig_513	ASB_LG17		5e-17	22966071	22966183
dDocent_Contig_513	ASB_LG16_LG22		2e-16	1739356	1739445
dDocent_Contig_513	ASB_LG16_LG22		2e-16	832422	832515
dDocent_Contig_513	ASB_LG16_LG22		2e-16	14802149	14802219
dDocent_Contig_513	ASB_LG13		2e-16	23531501	23531620
dDocent_Contig_513	ASB_LG13		2e-16	25996770	25996883
dDocent_Contig_513	ASB_LG13		2e-16	21900203	21900333
dDocent_Contig_513	ASB_LG9		7e-16	10596819	10596929
dDocent_Contig_513	ASB_LG9		7e-16	2547728	2547816
dDocent_Contig_513	ASB_LG9		7e-16	19601438	19601506
dDocent_Contig_513	ASB_LG9		7e-16	19615469	19615537
dDocent_Contig_513	ASB_LG6		2e-15	24578891	24579010
dDocent_Contig_513	ASB_LG6		2e-15	24616665	24616784
dDocent_Contig_513	ASB_LG14		8e-15	12981841	12981929
dDocent_Contig_513	ASB_LG14		8e-15	13300585	13300745
dDocent_Contig_513	ASB_LG14		8e-15	13901790	13901902
dDocent_Contig_517	ASB_LG20		8e-15	8445149	8445236
dDocent_Contig_558	ASB_LG13		6e-28	15832372	15832655
dDocent_Contig_643	ASB_LG6		9e-59	24027159	24027321
dDocent_Contig_643	ASB_LG18		3e-27	16549581	16549694
dDocent_Contig_643	ASB_LG12		2e-16	23282159	23282295
dDocent_Contig_650	ASB_LG10		4e-31	12417814	12417992
dDocent_Contig_651	ASB_LG12		9e-122	14317596	14317913
dDocent_Contig_698	ASB_LG8		5e-74	5995415	5995653
dDocent_Contig_719	ASB_LG4		5e-11	10321130	10321248
dDocent_Contig_729	ASB_LG8		4e-18	4876584	4876640
dDocent_Contig_841	ASB_LG16_LG22		3e-46	17471779	17471977
dDocent_Contig_904	ASB_LG2		9e-14	11748797	11748872
dDocent_Contig_904	ASB_LG12		3e-13	3580580	3580696
dDocent_Contig_926	ASB_LG3		2e-123	11549410	11549731
dDocent_Contig_926	ASB_LG15		5e-17	21717421	21717571
dDocent_Contig_958	ASB_LG7_1		3e-19	11727315	11727412
dDocent_Contig_1011	ASB_LG21		1e-23	16101724	16101847
dDocent_Contig_1052	ASB_LG13		8e-52	8277429	8277746
dDocent_Contig_1092	ASB_LG18		1e-81	7128798	7129084
dDocent_Contig_1092	ASB_LG10		1e-37	19932894	19933054
dDocent_Contig_1101	ASB_LG19		2e-91	15970624	15970956
dDocent_Contig_1138	ASB_LG15		3e-57	1770379	1770678
dDocent_Contig_1177	ASB_LG4		3e-14	17893797	17894001
dDocent_Contig_1254	ASB_LG8		1e-62	25427462	25427759
dDocent_Contig_1288	ASB_LG5		4e-62	20950999	20951242
dDocent_Contig_1291	ASB_LG20		1e-42	2035059	2035326
dDocent_Contig_1328	ASB_LG11		3e-32	12968995	12969136
dDocent_Contig_1397	ASB_LG10		1e-95	19722787	19723163
dDocent_Contig_1397	ASB_LG10		1e-95	19706927	19707305
dDocent_Contig_1403	ASB_LG14		2e-35	6646326	6646429
dDocent_Contig_1403	ASB_LG16_LG22		2e-15	12555352	12555441
dDocent_Contig_1403	ASB_LG19		4e-12	19754275	19754365
dDocent_Contig_1408	ASB_LG7_2		9e-71	6817553	6817763
dDocent_Contig_1470	ASB_LG9		3e-71	6119650	6119847
dDocent_Contig_1512	ASB_LG15		5e-48	28308649	28308805
dDocent_Contig_1531	ASB_LG3		7e-85	4867024	4867346
dDocent_Contig_1533	ASB_LG24		2e-86	2151122	2151443
dDocent_Contig_1574	ASB_LG12		9e-39	14723809	14724010
dDocent_Contig_1577	ASB_LG12		3e-51	2292346	2292644
dDocent_Contig_1580	ASB_LG15		1e-57	5391222	5391562
dDocent_Contig_1622	ASB_LG19		1e-88	11215959	11216233
dDocent_Contig_1626	ASB_LG3		1e-50	13305730	13305978
dDocent_Contig_1633	ASB_LG5		3e-31	17038399	17038502
dDocent_Contig_1655	ASB_LG7_1		3e-14	2974018	2974072
dDocent_Contig_1684	ASB_LG13		6e-41	2703612	2703782
dDocent_Contig_1707	ASB_LG13		1e-87	12940086	12940440
dDocent_Contig_1745	ASB_LG9		3e-64	12978904	12979085
dDocent_Contig_1776	ASB_LG6		2e-66	10158998	10159350
dDocent_Contig_1779	ASB_LG7_1		5e-49	4091578	4091891
dDocent_Contig_1849	ASB_LG6		4e-88	11269577	11269883
dDocent_Contig_1884	ASB_LG19		7e-59	11618529	11618695
dDocent_Contig_1901	ASB_LG2		5e-11	10972078	10972174
dDocent_Contig_1964	ASB_LG20		1e-75	13961877	13962214
dDocent_Contig_1974	ASB_LG10		5e-81	5608754	5609097
dDocent_Contig_2125	ASB_LG1		2e-111	18016636	18016930
dDocent_Contig_2152	ASB_LG8		1e-139	8608896	8609218
dDocent_Contig_2154	ASB_LG4		9e-103	21567821	21568106
dDocent_Contig_2193	ASB_LG19		2e-80	13546541	13546833
dDocent_Contig_2201	ASB_LG2		3e-78	10288286	10288532
dDocent_Contig_2202	ASB_LG6		3e-21	26493	26627
dDocent_Contig_2202	ASB_LG6		3e-21	26695	26787
dDocent_Contig_2205	ASB_LG10		7e-41	11864960	11865155
dDocent_Contig_2268	ASB_LG12		2e-85	17741683	17741975
dDocent_Contig_2275	ASB_LG12		5e-106	18840241	18840569
dDocent_Contig_2275	ASB_LG6		9e-27	23262747	23262917
dDocent_Contig_2305	ASB_LG19		4e-62	21978404	21978586
dDocent_Contig_2305	ASB_LG20		6e-35	15534326	15534471
dDocent_Contig_2305	ASB_LG8		4e-31	9562933	9563081
dDocent_Contig_2305	ASB_LG13		4e-24	4480552	4480700
dDocent_Contig_2305	ASB_LG15		5e-11	21467680	21467761
dDocent_Contig_2305	ASB_LG3		5e-11	14837217	14837290
dDocent_Contig_2335	ASB_LG23		4e-133	2929898	2930253
dDocent_Contig_2373	ASB_LG20		2e-15	13818417	13818530
dDocent_Contig_2375	ASB_LG6		6e-54	23741611	23741756
dDocent_Contig_2388	ASB_LG21		4e-113	17307387	17307688
dDocent_Contig_2393	ASB_LG12		4e-62	13918683	13918950
dDocent_Contig_2441	ASB_LG7_2		9e-84	9284432	9284749
dDocent_Contig_2478	ASB_LG23		4e-107	10975595	10975893
dDocent_Contig_2497	ASB_LG15		2e-48	18557379	18557609
dDocent_Contig_2507	ASB_LG10		3e-64	15594103	15594383
dDocent_Contig_2583	ASB_LG7_1		3e-45	8098103	8098465
dDocent_Contig_2643	ASB_LG13		4e-18	3651768	3651850
dDocent_Contig_2654	ASB_LG13		4e-50	14551627	14551790
dDocent_Contig_2691	ASB_LG15		2e-53	17073020	17073355
dDocent_Contig_2785	ASB_LG20		4e-82	19560674	19561046
dDocent_Contig_2829	ASB_LG19		2e-52	5148575	5148839
dDocent_Contig_2842	ASB_LG8		5e-94	17207716	17208041
dDocent_Contig_2844	ASB_LG11		4e-32	3294770	3295105
dDocent_Contig_2858	ASB_LG8		2e-67	10944411	10944761
dDocent_Contig_2971	ASB_LG1		9e-59	9037496	9037792
dDocent_Contig_2978	ASB_LG18		6e-98	14380320	14380627
dDocent_Contig_2982	ASB_LG24		3e-64	7248853	7249132
dDocent_Contig_2987	ASB_LG13		1e-81	21215422	21215685
dDocent_Contig_3011	ASB_LG21		5e-100	17761823	17762148
dDocent_Contig_3021	ASB_LG13		6e-35	16899606	16899854
dDocent_Contig_3096	ASB_LG2		1e-18	1731245	1731330
dDocent_Contig_3150	ASB_LG17		1e-43	20225763	20226100
dDocent_Contig_3156	ASB_LG19		4e-63	7333214	7333502
dDocent_Contig_3184	ASB_LG15		1e-44	4082943	4083137
dDocent_Contig_3187	ASB_LG4		1e-100	4245850	4246190
dDocent_Contig_3207	ASB_LG10		1e-80	15036189	15036495
dDocent_Contig_3380	ASB_LG15		1e-81	28869096	28869411
dDocent_Contig_3380	ASB_LG3		9e-20	18338915	18339029
dDocent_Contig_3380	ASB_LG3		9e-20	18338626	18338700
dDocent_Contig_3387	ASB_LG13		4e-31	10923030	10923155
dDocent_Contig_3387	ASB_LG13		4e-31	10922853	10922965
dDocent_Contig_3398	ASB_LG12		3e-52	7837109	7837281
dDocent_Contig_3398	ASB_LG14		2e-22	11335130	11335247
dDocent_Contig_3398	ASB_LG6		2e-22	17524808	17524917
dDocent_Contig_3398	ASB_LG2		1e-17	22603317	22603427
dDocent_Contig_3398	ASB_LG24		2e-16	3895923	3896033
dDocent_Contig_3398	ASB_LG4		3e-14	21218505	21218614
dDocent_Contig_3405	ASB_LG7_2		2e-41	1117263	1117528
dDocent_Contig_3406	ASB_LG19		3e-90	14573160	14573447
dDocent_Contig_3449	ASB_LG6		7e-85	13575462	13575755
dDocent_Contig_3457	ASB_LG12		9e-14	12134177	12134283
dDocent_Contig_3457	ASB_LG12		9e-14	14960533	14960621
dDocent_Contig_3457	ASB_LG1		1e-12	894756	894861
dDocent_Contig_3457	ASB_LG3		1e-12	6475843	6475946
dDocent_Contig_3457	ASB_LG18		4e-12	17447669	17447751
dDocent_Contig_3457	ASB_LG6		4e-12	7988739	7988821
dDocent_Contig_3457	ASB_LG15		1e-11	3059532	3059594
dDocent_Contig_3457	ASB_LG20		5e-11	20602669	20602749
dDocent_Contig_3457	ASB_LG5		5e-11	9675259	9675341
